Apartmentname,Addresss,Availability
SOBHA WATERFRONT,"['Luxury Apartments', 'Somajiguda, Hyderabad | 1948 to 3278 Sq. Ft. | 3, 3.5 & 4 BHK']",83 Apartments Available
